"","query","noutputs"
140,"\W!x{an\w+\W\w+ary}\W",379
141,"\W!x{an\w+\W\w+mi[ts]\w+}\W",345
142,"\W!x{an\w+\W\w+bio?\w+}\W",500
143,"\W!x{an\w+\W\w+ise}\W",432
144,"\W!x{an\w+\Wbi\w+}\W",374
145,"\W!x{an\w+\W\w+less}\W",577
146,"\W!x{an\w+\Winter\w+}\W",259
147,"\W!x{an\w+\Wmis\w+}\W",292
148,"\W!x{an\w+\W\w+ible}\W",244
149,"\W!x{an\w+\Wcol\w+}\W",320
150,"\W!x{an\w+\Wtri\w+}\W",406
151,"\W!x{an\w+\W\w+spect?\w+}\W",263
152,"\W!x{an\w+\Wem\w+}\W",334
153,"\W!x{an\w+\W\w+pan\w+}\W",146
154,"\W!x{an\w+\W\w+ver[ts]\w+}\W",194
155,"\W!x{an\w+\Wsub\w+}\W",207
156,"\W!x{an\w+\W\w+press\w+}\W",241
157,"\W!x{an\w+\W\w+port\w+}\W",247
158,"\W!x{an\w+\W\w+ian}\W",100
159,"\W!x{an\w+\W\w+auto?\w+}\W",356
160,"\W!x{an\w+\W\w+ist}\W",66
161,"\W!x{an\w+\W\w+dict?\w+}\W",141
162,"\W!x{an\w+\W\w+form\w+}\W",101
163,"\W!x{an\w+\Wil\w+}\W",125
164,"\W!x{an\w+\Wnon\w+}\W",129
165,"\W!x{an\w+\W\w+ship}\W",95
166,"\W!x{an\w+\W\w+scri(pt|b)\w+}\W",69
167,"\W!x{an\w+\W\w+stru(ct)?\w+}\W",146
168,"\W!x{an\w+\W\w+eer}\W",88
169,"\W!x{an\w+\W\w+c[ae]pt\w+}\W",75
170,"\W!x{an\w+\W\w+cial}\W",140
171,"\W!x{an\w+\W\w+cide\w+}\W",88
172,"\W!x{an\w+\W\w+fact?\w+}\W",118
173,"\W!x{an\w+\W\w+p(el|uls)\w+}\W",103
174,"\W!x{an\w+\Wir\w+}\W",126
175,"\W!x{an\w+\W\w+ject\w+}\W",85
176,"\W!x{an\w+\W\w+tude}\W",125
177,"\W!x{an\w+\Wuni\w+}\W",88
178,"\W!x{an\w+\W\w+hood}\W",50
179,"\W!x{an\w+\W\w+tract\w+}\W",78
180,"\W!x{an\w+\W\w+ize}\W",59
181,"\W!x{an\w+\W\w+pa(th|ss)\w+}\W",143
182,"\W!x{an\w+\Wcontra\w+}\W",42
183,"\W!x{an\w+\Wbene\w+}\W",40
184,"\W!x{an\w+\Wtrans\w+}\W",50
185,"\W!x{an\w+\W\w+fle[cx]\w+}\W",45
186,"\W!x{an\w+\W\w+rupt\w+}\W",46
187,"\W!x{an\w+\W\w+graph\w+}\W",28
188,"\W!x{an\w+\Wpost\w+}\W",24
189,"\W!x{an\w+\W\w+tial}\W",75
190,"\W!x{an\w+\Wmal\w+}\W",54
191,"\W!x{an\w+\W\w+ism}\W",49
192,"\W!x{an\w+\Wdia\w+}\W",11
193,"\W!x{an\w+\W\w+homo?\w+}\W",18
194,"\W!x{an\w+\Wmulti\w+}\W",21
195,"\W!x{an\w+\W\w+gr(ad|ess)\w+}\W",38
196,"\W!x{an\w+\Wanti\w+}\W",15
197,"\W!x{an\w+\Wmono\w+}\W",22
198,"\W!x{an\w+\W\w+logy}\W",17
199,"\W!x{an\w+\W\w+spire\w+}\W",15
200,"\W!x{\w+er\Wa\w+}\W",14973
201,"\W!x{\w+er\Wan\w+}\W",6704
202,"\W!x{\w+er\W\w+er}\W",5819
203,"\W!x{\w+er\Wco\w+}\W",2987
204,"\W!x{\w+er\W\w+ly}\W",1817
205,"\W!x{\w+er\Wbe\w+}\W",2302
206,"\W!x{\w+er\Wre\w+}\W",1882
207,"\W!x{\w+er\W\w+or}\W",2171
208,"\W!x{\w+er\W\w+ion}\W",1672
209,"\W!x{\w+er\Win\w+}\W",1359
210,"\W!x{\w+er\Wde\w+}\W",1091
211,"\W!x{\w+er\Wdi\w+}\W",1535
212,"\W!x{\w+er\W\w+ent}\W",1170
213,"\W!x{\w+er\W\w+geo?\w+}\W",983
214,"\W!x{\w+er\W\w+al}\W",798
215,"\W!x{\w+er\Wcom\w+}\W",885
216,"\W!x{\w+er\Wcon\w+}\W",737
217,"\W!x{\w+er\Wun\w+}\W",621
218,"\W!x{\w+er\Wex\w+}\W",577
219,"\W!x{\w+er\Wen\w+}\W",695
220,"\W!x{\w+er\Wpro\w+}\W",441
221,"\W!x{\w+er\W\w+ation}\W",592
222,"\W!x{\w+er\W\w+ive}\W",331
223,"\W!x{\w+er\Wdis\w+}\W",432
224,"\W!x{\w+er\W\w+ous}\W",323
225,"\W!x{\w+er\W\w+ate}\W",422
226,"\W!x{\w+er\W\w+ure}\W",428
227,"\W!x{\w+er\Wpre\w+}\W",414
228,"\W!x{\w+er\W\w+ment}\W",410
229,"\W!x{\w+er\W\w+ence}\W",435
230,"\W!x{\w+er\W\w+able}\W",280
231,"\W!x{\w+er\W\w+ant}\W",283
232,"\W!x{\w+er\W\w+ity}\W",351
233,"\W!x{\w+er\W\w+ness}\W",334
234,"\W!x{\w+er\W\w+ance}\W",369
235,"\W!x{\w+er\W\w+ful}\W",265
236,"\W!x{\w+er\Wim\w+}\W",254
237,"\W!x{\w+er\W\w+age}\W",348
238,"\W!x{\w+er\W\w+ish}\W",171
239,"\W!x{\w+er\W\w+ic}\W",136
240,"\W!x{\w+er\W\w+ary}\W",167
241,"\W!x{\w+er\W\w+mi[ts]\w+}\W",161
242,"\W!x{\w+er\W\w+bio?\w+}\W",175
243,"\W!x{\w+er\W\w+ise}\W",128
244,"\W!x{\w+er\Wbi\w+}\W",157
245,"\W!x{\w+er\W\w+less}\W",82
246,"\W!x{\w+er\Winter\w+}\W",133
247,"\W!x{\w+er\Wmis\w+}\W",169
248,"\W!x{\w+er\W\w+ible}\W",95
249,"\W!x{\w+er\Wcol\w+}\W",141
250,"\W!x{\w+er\Wtri\w+}\W",158
251,"\W!x{\w+er\W\w+spect?\w+}\W",157
252,"\W!x{\w+er\Wem\w+}\W",139
253,"\W!x{\w+er\W\w+pan\w+}\W",149
254,"\W!x{\w+er\W\w+ver[ts]\w+}\W",71
255,"\W!x{\w+er\Wsub\w+}\W",87
256,"\W!x{\w+er\W\w+press\w+}\W",84
257,"\W!x{\w+er\W\w+port\w+}\W",107
258,"\W!x{\w+er\W\w+ian}\W",80
259,"\W!x{\w+er\W\w+auto?\w+}\W",127
260,"\W!x{\w+er\W\w+ist}\W",143
261,"\W!x{\w+er\W\w+dict?\w+}\W",58
262,"\W!x{\w+er\W\w+form\w+}\W",68
263,"\W!x{\w+er\Wil\w+}\W",44
264,"\W!x{\w+er\Wnon\w+}\W",23
265,"\W!x{\w+er\W\w+ship}\W",54
266,"\W!x{\w+er\W\w+scri(pt|b)\w+}\W",37
267,"\W!x{\w+er\W\w+stru(ct)?\w+}\W",53
268,"\W!x{\w+er\W\w+eer}\W",68
269,"\W!x{\w+er\W\w+c[ae]pt\w+}\W",41
270,"\W!x{\w+er\W\w+cial}\W",41
271,"\W!x{\w+er\W\w+cide\w+}\W",30
272,"\W!x{\w+er\W\w+fact?\w+}\W",30
273,"\W!x{\w+er\W\w+p(el|uls)\w+}\W",35
274,"\W!x{\w+er\Wir\w+}\W",34
275,"\W!x{\w+er\W\w+ject\w+}\W",58
276,"\W!x{\w+er\W\w+tude}\W",49
277,"\W!x{\w+er\Wuni\w+}\W",11
278,"\W!x{\w+er\W\w+hood}\W",42
279,"\W!x{\w+er\W\w+tract\w+}\W",34
280,"\W!x{\w+er\W\w+ize}\W",16
281,"\W!x{\w+er\W\w+pa(th|ss)\w+}\W",45
282,"\W!x{\w+er\Wcontra\w+}\W",19
283,"\W!x{\w+er\Wbene\w+}\W",28
284,"\W!x{\w+er\Wtrans\w+}\W",11
285,"\W!x{\w+er\W\w+fle[cx]\w+}\W",34
286,"\W!x{\w+er\W\w+rupt\w+}\W",15
287,"\W!x{\w+er\W\w+graph\w+}\W",23
288,"\W!x{\w+er\Wpost\w+}\W",10
289,"\W!x{\w+er\W\w+tial}\W",19
290,"\W!x{\w+er\Wmal\w+}\W",28
291,"\W!x{\w+er\W\w+ism}\W",11
292,"\W!x{\w+er\Wdia\w+}\W",12
293,"\W!x{\w+er\W\w+homo?\w+}\W",9
294,"\W!x{\w+er\Wmulti\w+}\W",2
295,"\W!x{\w+er\W\w+gr(ad|ess)\w+}\W",9
296,"\W!x{\w+er\Wanti\w+}\W",7
297,"\W!x{\w+er\Wmono\w+}\W",6
298,"\W!x{\w+er\W\w+logy}\W",3
299,"\W!x{\w+er\W\w+spire\w+}\W",8
300,"\W!x{co\w+\Wa\w+}\W",8116
301,"\W!x{co\w+\Wan\w+}\W",4006
302,"\W!x{co\w+\W\w+er}\W",2548
303,"\W!x{co\w+\Wco\w+}\W",913
304,"\W!x{co\w+\W\w+ly}\W",1431
305,"\W!x{co\w+\Wbe\w+}\W",836
306,"\W!x{co\w+\Wre\w+}\W",796
307,"\W!x{co\w+\W\w+or}\W",1141
308,"\W!x{co\w+\W\w+ion}\W",529
309,"\W!x{co\w+\Win\w+}\W",891
310,"\W!x{co\w+\Wde\w+}\W",354
311,"\W!x{co\w+\Wdi\w+}\W",366
312,"\W!x{co\w+\W\w+ent}\W",272
313,"\W!x{co\w+\W\w+geo?\w+}\W",363
314,"\W!x{co\w+\W\w+al}\W",202
315,"\W!x{co\w+\Wcom\w+}\W",278
316,"\W!x{co\w+\Wcon\w+}\W",232
317,"\W!x{co\w+\Wun\w+}\W",322
318,"\W!x{co\w+\Wex\w+}\W",234
319,"\W!x{co\w+\Wen\w+}\W",233
320,"\W!x{co\w+\Wpro\w+}\W",182
321,"\W!x{co\w+\W\w+ation}\W",209
322,"\W!x{co\w+\W\w+ive}\W",238
323,"\W!x{co\w+\Wdis\w+}\W",183
324,"\W!x{co\w+\W\w+ous}\W",39
325,"\W!x{co\w+\W\w+ate}\W",186
326,"\W!x{co\w+\W\w+ure}\W",157
327,"\W!x{co\w+\Wpre\w+}\W",120
328,"\W!x{co\w+\W\w+ment}\W",98
329,"\W!x{co\w+\W\w+ence}\W",132
330,"\W!x{co\w+\W\w+able}\W",44
331,"\W!x{co\w+\W\w+ant}\W",52
332,"\W!x{co\w+\W\w+ity}\W",142
333,"\W!x{co\w+\W\w+ness}\W",91
334,"\W!x{co\w+\W\w+ance}\W",125
335,"\W!x{co\w+\W\w+ful}\W",16
336,"\W!x{co\w+\Wim\w+}\W",120
337,"\W!x{co\w+\W\w+age}\W",91
338,"\W!x{co\w+\W\w+ish}\W",154
339,"\W!x{co\w+\W\w+ic}\W",28
340,"\W!x{co\w+\W\w+ary}\W",30
341,"\W!x{co\w+\W\w+mi[ts]\w+}\W",44
342,"\W!x{co\w+\W\w+bio?\w+}\W",52
343,"\W!x{co\w+\W\w+ise}\W",78
344,"\W!x{co\w+\Wbi\w+}\W",30
345,"\W!x{co\w+\W\w+less}\W",20
346,"\W!x{co\w+\Winter\w+}\W",78
347,"\W!x{co\w+\Wmis\w+}\W",35
348,"\W!x{co\w+\W\w+ible}\W",22
349,"\W!x{co\w+\Wcol\w+}\W",68
350,"\W!x{co\w+\Wtri\w+}\W",31
351,"\W!x{co\w+\W\w+spect?\w+}\W",33
352,"\W!x{co\w+\Wem\w+}\W",44
353,"\W!x{co\w+\W\w+pan\w+}\W",21
354,"\W!x{co\w+\W\w+ver[ts]\w+}\W",36
355,"\W!x{co\w+\Wsub\w+}\W",21
356,"\W!x{co\w+\W\w+press\w+}\W",49
357,"\W!x{co\w+\W\w+port\w+}\W",25
358,"\W!x{co\w+\W\w+ian}\W",10
359,"\W!x{co\w+\W\w+auto?\w+}\W",9
360,"\W!x{co\w+\W\w+ist}\W",29
361,"\W!x{co\w+\W\w+dict?\w+}\W",20
362,"\W!x{co\w+\W\w+form\w+}\W",70
363,"\W!x{co\w+\Wil\w+}\W",15
364,"\W!x{co\w+\Wnon\w+}\W",11
365,"\W!x{co\w+\W\w+ship}\W",10
366,"\W!x{co\w+\W\w+scri(pt|b)\w+}\W",25
367,"\W!x{co\w+\W\w+stru(ct)?\w+}\W",15
368,"\W!x{co\w+\W\w+eer}\W",14
369,"\W!x{co\w+\W\w+c[ae]pt\w+}\W",15
370,"\W!x{co\w+\W\w+cial}\W",11
371,"\W!x{co\w+\W\w+cide\w+}\W",9
372,"\W!x{co\w+\W\w+fact?\w+}\W",11
373,"\W!x{co\w+\W\w+p(el|uls)\w+}\W",17
374,"\W!x{co\w+\Wir\w+}\W",11
375,"\W!x{co\w+\W\w+ject\w+}\W",17
376,"\W!x{co\w+\W\w+tude}\W",15
377,"\W!x{co\w+\Wuni\w+}\W",7
378,"\W!x{co\w+\W\w+hood}\W",10
379,"\W!x{co\w+\W\w+tract\w+}\W",7
380,"\W!x{co\w+\W\w+ize}\W",27
381,"\W!x{co\w+\W\w+pa(th|ss)\w+}\W",5
382,"\W!x{co\w+\Wcontra\w+}\W",11
383,"\W!x{co\w+\Wbene\w+}\W",10
384,"\W!x{co\w+\Wtrans\w+}\W",14
385,"\W!x{co\w+\W\w+fle[cx]\w+}\W",20
386,"\W!x{co\w+\W\w+rupt\w+}\W",5
387,"\W!x{co\w+\W\w+graph\w+}\W",5
388,"\W!x{co\w+\Wpost\w+}\W",2
389,"\W!x{co\w+\W\w+tial}\W",14
390,"\W!x{co\w+\Wmal\w+}\W",4
391,"\W!x{co\w+\W\w+ism}\W",5
392,"\W!x{co\w+\Wdia\w+}\W",6
393,"\W!x{co\w+\W\w+homo?\w+}\W",1
394,"\W!x{co\w+\Wmulti\w+}\W",3
395,"\W!x{co\w+\W\w+gr(ad|ess)\w+}\W",2
396,"\W!x{co\w+\Wanti\w+}\W",3
397,"\W!x{co\w+\Wmono\w+}\W",2
398,"\W!x{co\w+\W\w+logy}\W",3
399,"\W!x{co\w+\W\w+spire\w+}\W",0
400,"\W!x{\w+ly\Wa\w+}\W",10025
401,"\W!x{\w+ly\Wan\w+}\W",2870
402,"\W!x{\w+ly\W\w+er}\W",1663
403,"\W!x{\w+ly\Wco\w+}\W",2012
404,"\W!x{\w+ly\W\w+ly}\W",387
405,"\W!x{\w+ly\Wbe\w+}\W",1702
406,"\W!x{\w+ly\Wre\w+}\W",2451
407,"\W!x{\w+ly\W\w+or}\W",876
408,"\W!x{\w+ly\W\w+ion}\W",393
409,"\W!x{\w+ly\Win\w+}\W",1537
410,"\W!x{\w+ly\Wde\w+}\W",1150
411,"\W!x{\w+ly\Wdi\w+}\W",1317
412,"\W!x{\w+ly\W\w+ent}\W",658
413,"\W!x{\w+ly\W\w+geo?\w+}\W",862
414,"\W!x{\w+ly\W\w+al}\W",529
415,"\W!x{\w+ly\Wcom\w+}\W",657
416,"\W!x{\w+ly\Wcon\w+}\W",868
417,"\W!x{\w+ly\Wun\w+}\W",803
418,"\W!x{\w+ly\Wex\w+}\W",634
419,"\W!x{\w+ly\Wen\w+}\W",751
420,"\W!x{\w+ly\Wpro\w+}\W",451
421,"\W!x{\w+ly\W\w+ation}\W",156
422,"\W!x{\w+ly\W\w+ive}\W",392
423,"\W!x{\w+ly\Wdis\w+}\W",683
424,"\W!x{\w+ly\W\w+ous}\W",546
425,"\W!x{\w+ly\W\w+ate}\W",239
426,"\W!x{\w+ly\W\w+ure}\W",210
427,"\W!x{\w+ly\Wpre\w+}\W",315
428,"\W!x{\w+ly\W\w+ment}\W",75
429,"\W!x{\w+ly\W\w+ence}\W",110
430,"\W!x{\w+ly\W\w+able}\W",607
431,"\W!x{\w+ly\W\w+ant}\W",373
432,"\W!x{\w+ly\W\w+ity}\W",67
433,"\W!x{\w+ly\W\w+ness}\W",122
434,"\W!x{\w+ly\W\w+ance}\W",104
435,"\W!x{\w+ly\W\w+ful}\W",391
436,"\W!x{\w+ly\Wim\w+}\W",418
437,"\W!x{\w+ly\W\w+age}\W",84
438,"\W!x{\w+ly\W\w+ish}\W",179
439,"\W!x{\w+ly\W\w+ic}\W",143
440,"\W!x{\w+ly\W\w+ary}\W",179
441,"\W!x{\w+ly\W\w+mi[ts]\w+}\W",173
442,"\W!x{\w+ly\W\w+bio?\w+}\W",115
443,"\W!x{\w+ly\W\w+ise}\W",99
444,"\W!x{\w+ly\Wbi\w+}\W",51
445,"\W!x{\w+ly\W\w+less}\W",144
446,"\W!x{\w+ly\Winter\w+}\W",281
447,"\W!x{\w+ly\Wmis\w+}\W",118
448,"\W!x{\w+ly\W\w+ible}\W",321
449,"\W!x{\w+ly\Wcol\w+}\W",99
450,"\W!x{\w+ly\Wtri\w+}\W",79
451,"\W!x{\w+ly\W\w+spect?\w+}\W",126
452,"\W!x{\w+ly\Wem\w+}\W",162
453,"\W!x{\w+ly\W\w+pan\w+}\W",36
454,"\W!x{\w+ly\W\w+ver[ts]\w+}\W",96
455,"\W!x{\w+ly\Wsub\w+}\W",82
456,"\W!x{\w+ly\W\w+press\w+}\W",197
457,"\W!x{\w+ly\W\w+port\w+}\W",141
458,"\W!x{\w+ly\W\w+ian}\W",31
459,"\W!x{\w+ly\W\w+auto?\w+}\W",92
460,"\W!x{\w+ly\W\w+ist}\W",26
461,"\W!x{\w+ly\W\w+dict?\w+}\W",92
462,"\W!x{\w+ly\W\w+form\w+}\W",82
463,"\W!x{\w+ly\Wil\w+}\W",93
464,"\W!x{\w+ly\Wnon\w+}\W",13
465,"\W!x{\w+ly\W\w+ship}\W",32
466,"\W!x{\w+ly\W\w+scri(pt|b)\w+}\W",91
467,"\W!x{\w+ly\W\w+stru(ct)?\w+}\W",44
468,"\W!x{\w+ly\W\w+eer}\W",8
469,"\W!x{\w+ly\W\w+c[ae]pt\w+}\W",115
470,"\W!x{\w+ly\W\w+cial}\W",46
471,"\W!x{\w+ly\W\w+cide\w+}\W",53
472,"\W!x{\w+ly\W\w+fact?\w+}\W",41
473,"\W!x{\w+ly\W\w+p(el|uls)\w+}\W",43
474,"\W!x{\w+ly\Wir\w+}\W",35
475,"\W!x{\w+ly\W\w+ject\w+}\W",45
476,"\W!x{\w+ly\W\w+tude}\W",5
477,"\W!x{\w+ly\Wuni\w+}\W",44
478,"\W!x{\w+ly\W\w+hood}\W",10
479,"\W!x{\w+ly\W\w+tract\w+}\W",45
480,"\W!x{\w+ly\W\w+ize}\W",22
481,"\W!x{\w+ly\W\w+pa(th|ss)\w+}\W",19
482,"\W!x{\w+ly\Wcontra\w+}\W",26
483,"\W!x{\w+ly\Wbene\w+}\W",24
484,"\W!x{\w+ly\Wtrans\w+}\W",28
485,"\W!x{\w+ly\W\w+fle[cx]\w+}\W",28
486,"\W!x{\w+ly\W\w+rupt\w+}\W",35
487,"\W!x{\w+ly\W\w+graph\w+}\W",6
488,"\W!x{\w+ly\Wpost\w+}\W",18
489,"\W!x{\w+ly\W\w+tial}\W",29
490,"\W!x{\w+ly\Wmal\w+}\W",7
491,"\W!x{\w+ly\W\w+ism}\W",3
492,"\W!x{\w+ly\Wdia\w+}\W",7
493,"\W!x{\w+ly\W\w+homo?\w+}\W",2
494,"\W!x{\w+ly\Wmulti\w+}\W",1
495,"\W!x{\w+ly\W\w+gr(ad|ess)\w+}\W",7
496,"\W!x{\w+ly\Wanti\w+}\W",11
497,"\W!x{\w+ly\Wmono\w+}\W",5
498,"\W!x{\w+ly\W\w+logy}\W",2
499,"\W!x{\w+ly\W\w+spire\w+}\W",10
500,"\W!x{be\w+\Wa\w+}\W",5660
501,"\W!x{be\w+\Wan\w+}\W",1638
502,"\W!x{be\w+\W\w+er}\W",2075
503,"\W!x{be\w+\Wco\w+}\W",841
504,"\W!x{be\w+\W\w+ly}\W",1633
505,"\W!x{be\w+\Wbe\w+}\W",520
506,"\W!x{be\w+\Wre\w+}\W",888
507,"\W!x{be\w+\W\w+or}\W",744
508,"\W!x{be\w+\W\w+ion}\W",244
509,"\W!x{be\w+\Win\w+}\W",608
510,"\W!x{be\w+\Wde\w+}\W",523
511,"\W!x{be\w+\Wdi\w+}\W",426
512,"\W!x{be\w+\W\w+ent}\W",365
513,"\W!x{be\w+\W\w+geo?\w+}\W",495
514,"\W!x{be\w+\W\w+al}\W",160
515,"\W!x{be\w+\Wcom\w+}\W",255
516,"\W!x{be\w+\Wcon\w+}\W",400
517,"\W!x{be\w+\Wun\w+}\W",377
518,"\W!x{be\w+\Wex\w+}\W",328
519,"\W!x{be\w+\Wen\w+}\W",273
520,"\W!x{be\w+\Wpro\w+}\W",220
